Dia;Mes;Año;Fecha;Altura (m);Cota IGN (msnm);Cota IGN (msnm) corregida
;4;2018;8/4/2018;1,63;197,933;198,843
;4;2018;9/4/2018;1,66;197,958;198,868
;4;2018;10/4/2018;1,63;197,932;198,842
;4;2018;11/4/2018;1,65;197,945;198,855
;4;2018;12/4/2018;1,64;197,944;198,854
;4;2018;13/4/2018;1,64;197,939;198,849
;4;2018;14/4/2018;1,65;197,948;198,858
;4;2018;15/4/2018;1,65;197,948;198,858
;4;2018;16/4/2018;1,65;197,954;198,864
;4;2018;17/4/2018;1,64;197,941;198,851
;4;2018;18/4/2018;1,64;197,939;198,849
;4;2018;19/4/2018;1,65;197,951;198,861
;4;2018;20/4/2018;1,65;197,954;198,864
;4;2018;21/4/2018;1,65;197,952;198,862
;4;2018;22/4/2018;1,65;197,95;198,86
;4;2018;23/4/2018;1,65;197,954;198,864
;4;2018;24/4/2018;1,65;197,952;198,862
;4;2018;25/4/2018;1,67;197,965;198,875
;4;2018;26/4/2018;1,67;197,967;198,877
;4;2018;27/4/2018;1,69;197,99;198,9
;4;2018;28/4/2018;1,7;198;198,91
;4;2018;29/4/2018;1,68;197,981;198,891
;4;2018;30/4/2018;1,65;197,95;198,86
;5;2018;1/5/2018;1,67;197,965;198,875
;5;2018;2/5/2018;1,67;197,968;198,878
;5;2018;3/5/2018;1,66;197,958;198,868
;5;2018;4/5/2018;1,65;197,951;198,861
;5;2018;5/5/2018;1,66;197,958;198,868
;5;2018;6/5/2018;1,67;197,972;198,882
;5;2018;7/5/2018;1,67;197,968;198,878
;5;2018;8/5/2018;1,66;197,963;198,873
;5;2018;9/5/2018;1,66;197,957;198,867
;5;2018;10/5/2018;1,65;197,952;198,862
;5;2018;11/5/2018;1,66;197,957;198,867
;5;2018;12/5/2018;1,65;197,949;198,859
;5;2018;13/5/2018;1,63;197,932;198,842
;5;2018;14/5/2018;1,63;197,932;198,842
;5;2018;15/5/2018;1,63;197,934;198,844
;5;2018;16/5/2018;1,63;197,934;198,844
;5;2018;17/5/2018;1,65;197,947;198,857
;5;2018;18/5/2018;1,63;197,931;198,841
;5;2018;19/5/2018;1,63;197,928;198,838
;5;2018;20/5/2018;1,62;197,925;198,835
;5;2018;21/5/2018;1,62;197,921;198,831
;5;2018;22/5/2018;1,57;197,866;198,776
;5;2018;23/5/2018;1,49;197,793;198,703
;5;2018;24/5/2018;1,53;197,829;198,739
;5;2018;25/5/2018;1,51;197,812;198,722
;5;2018;26/5/2018;1,49;197,791;198,701
;5;2018;27/5/2018;1,51;197,811;198,721
;5;2018;28/5/2018;1,51;197,808;198,718
;5;2018;29/5/2018;1,52;197,818;198,728
;5;2018;30/5/2018;1,5;197,8;198,71
;5;2018;31/5/2018;1,49;197,794;198,704
;6;2018;1/6/2018;1,5;197,798;198,708
;6;2018;2/6/2018;1,51;197,813;198,723
;6;2018;3/6/2018;1,64;197,939;198,849
;6;2018;4/6/2018;1,88;198,177;199,087
;6;2018;5/6/2018;1,96;198,264;199,174
;6;2018;6/6/2018;2,02;198,323;199,233
;6;2018;7/6/2018;2,08;198,38;199,29
;6;2018;8/6/2018;2,08;198,383;199,293
;6;2018;9/6/2018;2,1;198,401;199,311
;6;2018;10/6/2018;2,1;198,405;199,315
;6;2018;11/6/2018;2,16;198,455;199,365
;6;2018;12/6/2018;2,32;198,621;199,531
;6;2018;13/6/2018;2,53;198,826;199,736
;6;2018;14/6/2018;2,7;198,998;199,908
;6;2018;15/6/2018;2,74;199,043;199,953
;6;2018;16/6/2018;2,84;199,145;200,055
;6;2018;17/6/2018;2,91;199,208;200,118
;6;2018;18/6/2018;3,01;199,312;200,222
;6;2018;19/6/2018;3,06;199,358;200,268
;6;2018;20/6/2018;3,18;199,48;200,39
;6;2018;21/6/2018;3,22;199,52;200,43
;6;2018;22/6/2018;3,33;199,632;200,542
;6;2018;23/6/2018;3,42;199,715;200,625
;6;2018;24/6/2018;3,47;199,773;200,683
;6;2018;25/6/2018;3,47;199,771;200,681
;6;2018;26/6/2018;3,49;199,785;200,695
;6;2018;27/6/2018;3,5;199,8;200,71
;6;2018;28/6/2018;3,33;199,625;200,535
;6;2018;29/6/2018;3,24;199,539;200,449
;6;2018;30/6/2018;3,11;199,408;200,318
;7;2018;1/7/2018;3,04;199,339;200,249
;7;2018;2/7/2018;2,95;199,246;200,156
;7;2018;3/7/2018;2,91;199,212;200,122
;7;2018;4/7/2018;2,85;199,151;200,061
;7;2018;5/7/2018;2,83;199,127;200,037
;7;2018;6/7/2018;2,77;199,074;199,984
;7;2018;7/7/2018;2,78;199,079;199,989
;7;2018;8/7/2018;2,78;199,077;199,987
;7;2018;9/7/2018;2,77;199,07;199,98
;7;2018;10/7/2018;2,75;199,052;199,962
;7;2018;11/7/2018;2,73;199,028;199,938
;7;2018;12/7/2018;2,76;199,057;199,967
;7;2018;13/7/2018;2,79;199,09;200
;7;2018;14/7/2018;2,77;199,067;199,977
;7;2018;15/7/2018;2,77;199,07;199,98
;7;2018;16/7/2018;2,75;199,052;199,962
;7;2018;17/7/2018;2,59;198,888;199,798
;7;2018;18/7/2018;2,73;199,029;199,939
;7;2018;19/7/2018;2,83;199,132;200,042
;7;2018;20/7/2018;2,83;199,125;200,035
;7;2018;21/7/2018;2,78;199,084;199,994
;7;2018;22/7/2018;2,79;199,088;199,998
;7;2018;23/7/2018;2,78;199,08;199,99
;7;2018;24/7/2018;2,77;199,073;199,983
;7;2018;25/7/2018;2,85;199,151;200,061
;7;2018;26/7/2018;2,92;199,217;200,127
;7;2018;27/7/2018;2,99;199,289;200,199
;7;2018;28/7/2018;3,06;199,357;200,267
;7;2018;29/7/2018;3,02;199,318;200,228
;7;2018;30/7/2018;2,99;199,293;200,203
;7;2018;31/7/2018;3,03;199,33;200,24
;8;2018;1/8/2018;3,05;199,347;200,257
;8;2018;2/8/2018;3,06;199,362;200,272
;8;2018;3/8/2018;3,08;199,376;200,286
;8;2018;4/8/2018;3,07;199,373;200,283
;8;2018;5/8/2018;3,01;199,309;200,219
;8;2018;6/8/2018;2,97;199,269;200,179
;8;2018;7/8/2018;2,9;199,204;200,114
;8;2018;8/8/2018;2,89;199,188;200,098
;8;2018;9/8/2018;2,9;199,197;200,107
;8;2018;10/8/2018;2,91;199,209;200,119
;8;2018;11/8/2018;2,74;199,041;199,951
;8;2018;12/8/2018;2,81;199,113;200,023
;8;2018;13/8/2018;2,84;199,144;200,054
;8;2018;14/8/2018;2,84;199,14;200,05
;8;2018;15/8/2018;2,81;199,107;200,017
;8;2018;16/8/2018;2,72;199,016;199,926
;8;2018;17/8/2018;2,46;198,764;199,674
;8;2018;18/8/2018;2,29;198,586;199,496
;8;2018;19/8/2018;2,08;198,376;199,286
;8;2018;20/8/2018;1,92;198,215;199,125
;8;2018;21/8/2018;1,78;198,078;198,988
;8;2018;22/8/2018;1,74;198,037;198,947
;8;2018;23/8/2018;1,72;198,022;198,932
;8;2018;24/8/2018;1,72;198,016;198,926
;8;2018;25/8/2018;1,69;197,991;198,901
;8;2018;26/8/2018;1,69;197,994;198,904
;8;2018;27/8/2018;1,69;197,991;198,901
;8;2018;28/8/2018;1,67;197,975;198,885
;8;2018;29/8/2018;1,66;197,965;198,875
;8;2018;30/8/2018;1,66;197,956;198,866
;8;2018;31/8/2018;1,65;197,948;198,858
;9;2018;1/9/2018;1,65;197,948;198,858
;9;2018;2/9/2018;1,65;197,948;198,858
;9;2018;3/9/2018;1,65;197,95;198,86
;9;2018;4/9/2018;1,58;197,877;198,787
;9;2018;5/9/2018;1,52;197,816;198,726
;9;2018;6/9/2018;1,49;197,788;198,698
;9;2018;7/9/2018;1,47;197,77;198,68
;9;2018;8/9/2018;1,46;197,76;198,67
;9;2018;9/9/2018;1,47;197,771;198,681
;9;2018;10/9/2018;1,46;197,759;198,669
;9;2018;11/9/2018;1,47;197,769;198,679
;9;2018;12/9/2018;1,45;197,751;198,661
;9;2018;13/9/2018;1,44;197,743;198,653
;9;2018;14/9/2018;1,46;197,756;198,666
;9;2018;15/9/2018;1,45;197,753;198,663
;9;2018;16/9/2018;1,45;197,752;198,662
;9;2018;17/9/2018;1,44;197,742;198,652
;9;2018;18/9/2018;1,45;197,752;198,662
;9;2018;19/9/2018;1,49;197,791;198,701
;9;2018;20/9/2018;1,48;197,776;198,686
;9;2018;21/9/2018;1,45;197,75;198,66
;9;2018;22/9/2018;1,45;197,754;198,664
;9;2018;23/9/2018;1,43;197,733;198,643
;9;2018;24/9/2018;1,42;197,721;198,631
;9;2018;25/9/2018;1,43;197,727;198,637
;9;2018;26/9/2018;1,44;197,736;198,646
;9;2018;27/9/2018;1,49;197,79;198,7
;9;2018;28/9/2018;1,55;197,849;198,759
;9;2018;29/9/2018;1,54;197,838;198,748
;9;2018;30/9/2018;1,51;197,807;198,717
;10;2018;1/10/2018;1,48;197,779;198,689
;10;2018;2/10/2018;1,47;197,77;198,68
;10;2018;3/10/2018;1,48;197,782;198,692
;10;2018;4/10/2018;1,46;197,765;198,675
;10;2018;5/10/2018;1,47;197,77;198,68
;10;2018;6/10/2018;1,47;197,77;198,68
;10;2018;7/10/2018;1,49;197,785;198,695
;10;2018;8/10/2018;1,47;197,773;198,683
;10;2018;9/10/2018;1,46;197,764;198,674
;10;2018;10/10/2018;1,43;197,727;198,637
;10;2018;11/10/2018;1,42;197,719;198,629
;10;2018;12/10/2018;1,45;197,746;198,656
;10;2018;13/10/2018;1,45;197,747;198,657
;10;2018;14/10/2018;1,44;197,738;198,648
;10;2018;15/10/2018;1,45;197,75;198,66
;10;2018;16/10/2018;1,46;197,764;198,674
;10;2018;17/10/2018;1,45;197,749;198,659
;10;2018;18/10/2018;1,48;197,778;198,688
;10;2018;19/10/2018;1,51;197,805;198,715
;10;2018;20/10/2018;1,54;197,838;198,748
;10;2018;21/10/2018;1,56;197,857;198,767
;10;2018;22/10/2018;1,54;197,835;198,745
;10;2018;23/10/2018;1,52;197,822;198,732
;10;2018;24/10/2018;1,58;197,876;198,786
;10;2018;25/10/2018;1,57;197,873;198,783
;10;2018;26/10/2018;1,59;197,895;198,805
;10;2018;27/10/2018;1,6;197,9;198,81
;10;2018;28/10/2018;1,57;197,871;198,781
;10;2018;29/10/2018;1,59;197,886;198,796
;10;2018;30/10/2018;1,58;197,876;198,786
;10;2018;31/10/2018;1,56;197,862;198,772
;11;2018;1/11/2018;1,55;197,853;198,763
;11;2018;2/11/2018;1,6;197,897;198,807
;11;2018;3/11/2018;1,63;197,927;198,837
;11;2018;4/11/2018;1,59;197,887;198,797
;11;2018;5/11/2018;1,58;197,879;198,789
;11;2018;6/11/2018;1,56;197,856;198,766
;11;2018;7/11/2018;1,54;197,843;198,753
;11;2018;8/11/2018;1,53;197,834;198,744
;11;2018;9/11/2018;1,52;197,822;198,732
;11;2018;10/11/2018;1,5;197,797;198,707
;11;2018;11/11/2018;1,51;197,807;198,717
;11;2018;12/11/2018;1,52;197,82;198,73
;11;2018;13/11/2018;1,66;197,963;198,873
;11;2018;14/11/2018;1,85;198,152;199,062
;11;2018;15/11/2018;2,07;198,366;199,276
;11;2018;16/11/2018;2,18;198,478;199,388
;11;2018;17/11/2018;2,1;198,399;199,309
;11;2018;18/11/2018;1,9;198,196;199,106
;11;2018;19/11/2018;1,73;198,032;198,942
;11;2018;20/11/2018;1,58;197,884;198,794
;11;2018;21/11/2018;1,5;197,795;198,705
;11;2018;22/11/2018;1,47;197,768;198,678
;11;2018;23/11/2018;1,45;197,752;198,662
;11;2018;24/11/2018;1,44;197,74;198,65
;11;2018;25/11/2018;1,45;197,753;198,663
;11;2018;26/11/2018;1,47;197,766;198,676
;11;2018;27/11/2018;1,47;197,769;198,679
;11;2018;28/11/2018;1,47;197,765;198,675
;11;2018;29/11/2018;1,48;197,779;198,689
;11;2018;30/11/2018;1,48;197,776;198,686
;12;2018;1/12/2018;1,47;197,775;198,685
;12;2018;2/12/2018;1,48;197,776;198,686
;12;2018;3/12/2018;1,53;197,835;198,745
;12;2018;4/12/2018;1,49;197,793;198,703
;12;2018;5/12/2018;1,49;197,793;198,703
;12;2018;6/12/2018;1,47;197,774;198,684
;12;2018;7/12/2018;1,49;197,795;198,705
;12;2018;8/12/2018;1,49;197,789;198,699
;12;2018;9/12/2018;1,5;197,795;198,705
;12;2018;10/12/2018;1,5;197,8;198,71
;12;2018;11/12/2018;1,5;197,798;198,708
;12;2018;12/12/2018;1,5;197,805;198,715
;12;2018;13/12/2018;1,51;197,808;198,718
;12;2018;14/12/2018;1,5;197,802;198,712
;12;2018;15/12/2018;1,49;197,79;198,7
;12;2018;16/12/2018;1,49;197,789;198,699
;12;2018;17/12/2018;1,49;197,788;198,698
;12;2018;18/12/2018;1,5;197,805;198,715
;12;2018;19/12/2018;1,49;197,786;198,696
;12;2018;20/12/2018;1,49;197,785;198,695
;12;2018;21/12/2018;1,51;197,809;198,719
;12;2018;22/12/2018;1,51;197,808;198,718
;12;2018;23/12/2018;1,49;197,788;198,698
;12;2018;24/12/2018;1,5;197,799;198,709
;12;2018;25/12/2018;1,59;197,892;198,802
;12;2018;26/12/2018;1,77;198,071;198,981
;12;2018;27/12/2018;1,83;198,131;199,041
;12;2018;28/12/2018;1,83;198,133;199,043
;12;2018;29/12/2018;1,84;198,144;199,054
;12;2018;30/12/2018;1,85;198,153;199,063
;12;2018;31/12/2018;1,87;198,17;199,08
